Time,Temperature - E+R IAQ 3 F,Humidity - E+R IAQ 3 %,Carbon Dioxide (CO2) - E+R IAQ 3 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 3 ppb,Particulate Matter (PM2.5) - E+R IAQ 3 ug/m3,Particulate Matter (PM10) - E+R IAQ 3 ug/m3,Formaldehyde (HCHO) - E+R IAQ 3 mg/m3,Carbon Monoxide (CO) - E+R IAQ 3 ppm,Temperature - E+R IAQ 8 F,Humidity - E+R IAQ 8 %,Carbon Dioxide (CO2) - E+R IAQ 8 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 8 ppb,Particulate Matter (PM2.5) - E+R IAQ 8 ug/m3,Particulate Matter (PM10) - E+R IAQ 8 ug/m3,Formaldehyde (HCHO) - E+R IAQ 8 mg/m3,Carbon Monoxide (CO) - E+R IAQ 8 ppm,Temperature - E+R IAQ 1 F,Humidity - E+R IAQ 1 %,Carbon Dioxide (CO2) - E+R IAQ 1 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 1 ppb,Particulate Matter (PM2.5) - E+R IAQ 1 ug/m3,Particulate Matter (PM10) - E+R IAQ 1 ug/m3,Formaldehyde (HCHO) - E+R IAQ 1 mg/m3,Carbon Monoxide (CO) - E+R IAQ 1 ppm,Temperature - E+R IAQ 5 F,Humidity - E+R IAQ 5 %,Carbon Dioxide (CO2) - E+R IAQ 5 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 5 ppb,Particulate Matter (PM2.5) - E+R IAQ 5 ug/m3,Particulate Matter (PM10) - E+R IAQ 5 ug/m3,Formaldehyde (HCHO) - E+R IAQ 5 mg/m3,Carbon Monoxide (CO) - E+R IAQ 5 ppm,Temperature - E+R IAQ 11 F,Humidity - E+R IAQ 11 %,Carbon Dioxide (CO2) - E+R IAQ 11 ppm,Volatile Organic Compounds (VOC) - E+R IAQ 11 ppb,Particulate Matter (PM2.5) - E+R IAQ 11 ug/m3,Particulate Matter (PM10) - E+R IAQ 11 ug/m3,Formaldehyde (HCHO) - E+R IAQ 11 mg/m3,Carbon Monoxide (CO) - E+R IAQ 11 ppm,Temperature - E+R  IAQ 10 F,Humidity - E+R  IAQ 10 %,Carbon Dioxide (CO2) - E+R  IAQ 10 ppm,Volatile Organic Compounds (VOC) - E+R  IAQ 10 ppb,Particulate Matter (PM2.5) - E+R  IAQ 10 ug/m3,Particulate Matter (PM10) - E+R  IAQ 10 ug/m3,Formaldehyde (HCHO) - E+R  IAQ 10 mg/m3,Carbon Monoxide (CO) - E+R  IAQ 10 ppm
9/29/2023 23:05,,,,,,,,,,,,,,,,,80.93362842,58.18800354,639,301,7,8,0.04,0,73.71349268,54.38665771,631,486,11,12,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:10,70.61983826,63.84901428,644,1440,12,13,,,,,,,,,,,80.90949695,57.7512207,634,298,7,7,0.04,0,73.87276038,54.26268005,640,506,11,11,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:15,,,,,,,,,,,,,,,,,80.90949695,58.11361694,631,318,7,7,0.04,0,73.78106079,54.52970886,638,493,11,11,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:20,,,,,,,,,,,,,,,,,80.85158142,58.83459473,723,668,7,7,0.058,0,73.88241296,54.27412415,641,480,9,10,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:25,,,,,,,,,,,,,,,,,80.81297107,59.46020508,762,537,7,7,0.045,0,73.88241296,54.86730957,638,482,9,10,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:30,,,,,,,,,,,,,,,,,80.87571289,59.83404541,805,474,7,7,0.04,0,73.7762345,54.26649475,639,461,8,9,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:35,,,,,,,,,,,,,,,,,80.83710254,59.44303894,571,277,11,11,0.03,0,73.85828149,54.52780151,641,479,8,8,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:40,,,,,,,,,,,,,,,,,80.66335596,59.80543518,454,208,10,11,0.026,0,73.76658191,54.54115295,644,460,7,8,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:45,,,,,,,,,,,,,,,,,80.16142139,60.6809082,542,326,13,14,0.04,0,73.85828149,54.31608582,643,457,7,7,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:50,70.95285254,66.37243652,637,1114,7,8,0.02,0,,,,,,,,,79.73670752,60.81442261,545,344,13,14,0.04,0,73.79071338,54.57548523,643,607,9,9,0.01,0,,,,,,,,,,,,,,,,
9/29/2023 23:55,,,,,,,,,,,,,,,,,79.80427563,60.51115417,568,364,12,13,0.04,0,73.78106079,53.9822998,644,548,7,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:00,,,,,,,,,,,,,,,,,80.26277356,59.82450867,577,371,11,12,0.04,0,73.80519226,54.46867371,646,529,8,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:05,,,,,,,,,,,,,,,,,80.45582532,59.2141571,594,375,11,12,0.04,0,73.72797156,54.07194519,645,492,8,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:10,,,,,,,,,,,,,,,,,80.50891455,58.65911865,641,390,10,11,0.04,0,73.8534552,54.47821045,649,524,8,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:15,,,,,,,,,,,,,,,,,80.48960938,58.22615051,670,391,10,10,0.04,0,73.7714082,54.09101868,654,498,7,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:20,,,,,,,,,,,,,,,,,80.44134644,57.99917603,678,382,9,9,0.04,0,73.87758667,54.58692932,657,515,8,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:25,,,,,,,,,,,,,,,,,80.3930835,57.78936768,693,372,9,10,0.04,0,73.83897632,54.28366089,655,482,7,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:30,,,,,,,,,,,,,,,,,80.35929944,57.51852417,709,368,9,9,0.04,0,73.85828149,54.74523926,653,496,7,7,0.01,0,73.94515479,64.06454468,622,6310,23,27,,,,,,,,,,
9/30/2023 0:35,,,,,,,,,,,,,,,,,80.35929944,57.45176697,716,374,8,9,0.04,0,73.86310779,54.25505066,657,491,7,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:40,,,,,,,,,,,,,,,,,80.33034167,57.09890747,727,377,9,10,0.04,0,73.81484485,54.79101563,658,491,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:45,,,,,,,,,,,,,,,,,80.29655762,56.78038025,743,376,8,9,0.04,0,73.87276038,54.50682068,661,468,5,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:50,,,,,,,,,,,,,,,,,80.27242615,56.63542175,758,378,8,8,0.04,0,73.7714082,54.87493896,658,470,5,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 0:55,,,,,,,,,,,,,,,,,,,,,,,,,73.76658191,54.28938293,661,464,5,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:00,,,,,,,,,,,,,,,,,80.19037915,56.39128113,790,380,7,7,0.04,0,73.81001855,54.72807312,662,465,5,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:05,,,,,,,,,,,,,,,,,80.14211621,56.31307983,801,385,7,7,0.04,0,73.72797156,54.49346924,660,437,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:10,,,,,,,,,,,,,,,,,80.11315845,56.12997437,814,382,7,7,0.04,0,73.83415002,54.53161621,664,443,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:15,,,,,,,,,,,,,,,,,80.08420068,56.13188171,828,385,7,7,0.04,0,73.68453491,54.51254272,664,435,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:20,,,,,,,,,,,,,,,,,80.02628516,56.12234497,842,388,6,7,0.04,0,73.80519226,54.37521362,667,437,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:25,,,,,,,,,,,,,,,,,80.03111145,56.5629425,852,401,7,7,0.04,0,73.67970862,54.754776,665,426,6,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:30,,,,,,,,,,,,,,,,,80.01663257,56.84713745,860,400,6,6,0.04,0,73.91619702,54.72807312,681,440,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:35,,,,,,,,,,,,,,,,,79.9876748,56.77656555,874,401,6,6,0.04,0,73.67488232,54.48583984,679,419,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:40,,,,,,,,,,,,,,,,,79.9876748,57.15040588,880,407,6,6,0.04,0,73.83415002,54.90545654,682,440,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:45,,,,,,,,,,,,,,,,,79.96354333,57.18283081,893,405,6,7,0.04,0,73.83897632,54.52780151,689,411,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:50,,,,,,,,,,,,,,,,,79.93458557,57.35830688,906,414,6,6,0.04,0,73.70384009,54.94169617,681,414,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 1:55,,,,,,,,,,,,,,,,,79.94906445,57.68637085,910,447,6,6,0.04,0,73.91619702,54.69755554,691,433,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:00,,,,,,,,,,,,,,,,,79.93941187,57.77792358,916,514,5,5,0.043,0,73.71831897,54.86921692,687,417,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:05,,,,,,,,,,,,,,,,,79.90080151,57.78555298,935,528,5,5,0.05,0,73.85828149,55.07139587,687,409,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:10,,,,,,,,,,,,,,,,,79.85736487,57.6920929,954,537,5,5,0.05,0,73.65075085,54.83679199,683,396,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:15,,,,,,,,,,,,,,,,,79.8332334,57.85803223,971,544,5,5,0.05,0,73.81001855,55.0408783,688,415,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:20,,,,,,,,,,,,,,,,,79.81392822,57.98391724,980,545,5,5,0.05,0,73.63627197,54.88829041,688,396,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:25,,,,,,,,,,,,,,,,,79.77531787,57.98963928,990,545,4,5,0.049,0,73.72797156,55.05804443,687,390,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:30,,,,,,,,,,,,,,,,,79.67879199,57.56048584,1010,502,5,5,0.043,0,73.50113574,54.99891663,687,379,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:35,,,,,,,,,,,,,,,,,79.34095142,58.72969055,939,330,5,5,0.033,0,73.72314526,54.94169617,688,403,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:40,,,,,,,,,,,,,,,,,79.13342078,59.61470032,694,149,5,6,0.02,0,73.56870386,54.89782715,690,384,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:45,,,,,,,,,,,,,,,,,79.06102637,59.20271301,558,53,6,6,0.01,0,73.69901379,55.26022339,696,394,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:50,,,,,,,,,,,,,,,,,78.73766467,60.69044495,491,7,7,7,0.01,0,73.74245044,54.95695496,707,389,3,3,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 2:55,,,,,,,,,,,,,,,,,78.89693237,60.63131714,467,20,6,7,0.01,0,73.54457239,55.34986877,700,382,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:00,,,,,,,,,,,,,,,,,79.16237854,59.96183777,476,35,6,7,0.01,0,73.76175562,55.39373779,710,400,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:05,,,,,,,,,,,,,,,,,79.26373071,59.9198761,480,58,7,7,0.019,0,73.75692932,55.13433838,714,375,3,3,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:10,,,,,,,,,,,,,,,,,79.31199365,59.83404541,496,87,6,7,0.02,0,73.57353015,55.5196228,702,374,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:15,,,,,,,,,,,,,,,,,79.31199365,59.57655334,535,114,7,7,0.02,0,73.78106079,55.54441833,713,410,3,3,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:20,,,,,,,,,,,,,,,,,79.31199365,59.67955017,550,127,6,6,0.02,0,73.64109827,55.18392944,718,628,3,3,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:25,,,,,,,,,,,,,,,,,79.30234106,59.65284729,567,150,5,5,0.02,0,73.6169668,55.88392639,712,529,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:30,,,,,,,,,,,,,,,,,79.28786218,59.5708313,590,165,6,6,0.02,0,73.6941875,55.20872498,712,509,3,3,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:35,,,,,,,,,,,,,,,,,79.26855701,59.65475464,601,174,5,5,0.022,0,73.49148315,55.43188477,710,516,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:40,,,,,,,,,,,,,,,,,79.27820959,59.89126587,620,186,5,5,0.028,0,73.69901379,55.56539917,713,540,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:45,,,,,,,,,,,,,,,,,79.23959924,60.24794006,642,195,5,5,0.029,0,73.6121405,55.02180481,713,498,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:50,,,,,,,,,,,,,,,,,79.22029407,60.2689209,661,201,5,5,0.03,0,73.52044092,55.5978241,710,557,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 3:55,,,,,,,,,,,,,,,,,79.15755225,60.03050232,678,228,5,5,0.029,0,73.6169668,55.17248535,715,553,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:00,,,,,,,,,,,,,,,,,79.10928931,60.32995605,693,268,4,5,0.03,0,73.43839392,55.42616272,715,536,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:05,,,,,,,,,,,,,,,,,79.09963672,60.18499756,700,296,5,5,0.03,0,73.62179309,55.65122986,721,535,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:10,,,,,,,,,,,,,,,,,79.05620007,60.01715088,713,322,4,5,0.03,0,73.73279785,55.38801575,730,517,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:15,,,,,,,,,,,,,,,,,79.04172119,60.25938416,717,337,4,4,0.03,0,73.4576991,55.53106689,721,497,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:20,,,,,,,,,,,,,,,,,79.04172119,60.19262695,719,346,5,5,0.03,0,73.59766162,55.72370911,724,522,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:25,,,,,,,,,,,,,,,,,79.02241602,60.06292725,722,341,4,4,0.03,0,73.74727673,55.84196472,729,522,3,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:30,,,,,,,,,,,,,,,,,79.02724231,60.20025635,729,341,4,4,0.03,0,73.51078833,55.47766113,726,481,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:35,,,,,,,,,,,,,,,,,79.01758972,60.54167175,738,348,4,4,0.03,0,73.50596204,55.8724823,723,497,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:40,,,,,,,,,,,,,,,,,79.02241602,60.67900085,748,354,4,4,0.03,0,73.6941875,55.96212769,728,508,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:45,70.77910596,70.56288147,663,186,1,2,0.01,0,,,,,,,,,78.99828455,60.6103363,760,358,3,3,0.03,0,73.66522974,55.57684326,728,477,3,3,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:50,,,,,,,,,,,,,,,,,78.93071643,60.07246399,775,356,3,4,0.03,0,73.50113574,55.93351746,723,478,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 4:55,,,,,,,,,,,,,,,,,78.8728009,59.54412842,792,360,3,4,0.03,0,73.64109827,55.63978577,724,488,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:00,,,,,,,,,,,,,,,,,78.82453796,59.2217865,806,365,3,3,0.03,0,73.43356763,55.73706055,724,468,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:05,,,,,,,,,,,,,,,,,78.76662244,58.9394989,813,367,3,4,0.03,0,73.55905127,56.18528748,722,456,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:10,,,,,,,,,,,,,,,,,,,,,,,,,73.4528728,55.48338318,721,457,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:15,,,,,,,,,,,,,,,,,78.72801208,59.43922424,829,382,3,3,0.03,0,73.41908875,55.87057495,721,467,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:20,,,,,,,,,,,,,,,,,78.70870691,59.29808044,838,405,3,4,0.03,0,73.57835645,55.95259094,731,493,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:25,,,,,,,,,,,,,,,,,78.70388062,59.3629303,841,428,3,3,0.03,0,73.66522974,55.90490723,740,476,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:30,,,,,,,,,,,,,,,,,78.69422803,59.47737122,847,443,3,3,0.03,0,73.39013098,56.09182739,730,456,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:35,,,,,,,,,,,,,,,,,78.58804956,59.58418274,858,442,3,3,0.03,0,73.50113574,56.24822998,726,482,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:40,,,,,,,,,,,,,,,,,78.51082886,60.22314453,861,388,4,4,0.028,0,73.62179309,56.31498718,737,499,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:45,,,,,,,,,,,,,,,,,78.14403052,61.32559204,503,14,7,7,0.006,0,73.46252539,56.12043762,728,455,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:50,,,,,,,,,,,,,,,,,77.73379553,62.16101074,441,1445,13,14,0.045,0,73.44804651,56.46757507,722,476,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 5:55,,,,,,,,,,,,,,,,,77.60831189,62.95828247,360,1394,11,13,0.072,0,73.58800903,56.53242493,725,493,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:00,,,,,,,,,,,,,,,,,77.57935413,63.31877136,316,306,10,11,0.018,0,73.49148315,56.1547699,724,477,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:05,,,,,,,,,,,,,,,,,77.63244336,63.28825378,326,218,9,10,0.01,0,73.46735168,56.77084351,721,466,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:10,,,,,,,,,,,,,,,,,77.77240588,62.6416626,335,283,10,10,0.011,0,73.5349198,56.25013733,720,479,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:15,,,,,,,,,,,,,,,,,77.90271582,61.67654419,374,459,12,13,0.02,0,73.33221545,56.32452393,718,475,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:20,,,,,,,,,,,,,,,,,78.00889429,61.68035889,393,517,17,18,0.022,0,73.46252539,56.47138977,718,501,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:25,,,,,,,,,,,,,,,,,78.04750464,61.5163269,390,521,26,27,0.03,0,73.52526721,56.14332581,715,532,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:30,,,,,,,,,,,,,,,,,78.06198352,61.21115112,409,626,30,33,0.03,0,73.25982104,56.06130981,715,538,9,9,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:35,,,,,,,,,,,,,,,,,78.11024646,61.22450256,421,690,32,36,0.03,0,73.36599951,56.23678589,718,583,8,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:40,,,,,,,,,,,,,,,,,78.10542017,61.11578369,453,704,33,36,0.031,0,73.48665686,56.3626709,733,602,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:45,,,,,,,,,,,,,,,,,78.09576758,60.70570374,479,786,34,39,0.031,0,73.54457239,56.707901,738,583,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:50,,,,,,,,,,,,,,,,,78.08611499,61.08717346,489,780,36,41,0.038,0,73.50596204,56.38365173,735,551,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 6:55,,,,,,,,,,,,,,,,,78.09576758,61.02423096,495,761,36,41,0.039,0,73.37082581,56.74986267,725,557,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:00,,,,,,,,,,,,,,,,,78.09576758,60.94030762,511,748,34,38,0.035,0,73.4576991,56.91389465,729,583,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:05,,,,,,,,,,,,,,,,,78.10542017,60.90406799,529,743,34,38,0.032,0,73.5349198,57.07220459,731,579,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:10,,,,,,,,,,,,,,,,,78.11507275,60.92504883,528,749,33,36,0.032,0,73.59283533,56.82806396,730,580,4,4,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:15,,,,,,,,,,,,,,,,,78.11024646,60.94412231,527,732,32,35,0.033,0,73.33221545,56.61825562,722,551,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:20,,,,,,,,,,,,,,,,,78.12955164,60.94221497,528,722,32,35,0.031,0,73.39978357,56.93106079,721,567,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:25,,,,,,,,,,,,,,,,,78.14403052,60.95747375,529,716,31,34,0.03,0,73.52044092,56.86430359,720,560,4,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:30,,,,,,,,,,,,,,,,,78.10059387,61.16346741,551,714,29,30,0.03,0,73.31291028,56.45803833,719,555,6,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:35,,,,,,,,,,,,,,,,,78.02337317,60.93267822,633,776,28,28,0.03,0,73.37082581,56.7784729,718,583,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:40,,,,,,,,,,,,,,,,,77.95580505,60.78009033,653,840,27,28,0.03,0,73.50596204,56.79754639,721,612,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:45,,,,,,,,,,,,,,,,,77.88823694,61.20352173,662,773,27,27,0.03,0,73.3756521,56.40463257,720,656,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:50,,,,,,,,,,,,,,,,,77.82549512,60.76101685,679,746,25,25,0.03,0,73.35152063,57.19236755,722,1880,7,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 7:55,,,,,,,,,,,,,,,,,77.77240588,60.89834595,684,686,23,24,0.029,0,73.43839392,57.59672546,724,2066,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 8:00,,,,,,,,,,,,,,,,,77.757927,61.56401062,647,492,21,21,0.026,0,73.50113574,57.65013123,720,1470,5,5,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 8:05,,,,,,,,,,,,,,,,,77.76757959,61.78526306,523,382,19,20,0.02,0,73.32738916,57.36402893,690,916,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 8:10,,,,,,,,,,,,,,,,,77.80136365,61.60215759,586,541,19,20,0.024,0,73.34186804,57.78555298,667,846,6,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 8:15,,,,,,,,,,,,,,,,,77.83032141,61.50488281,591,599,18,19,0.03,0,73.48665686,57.84658813,662,806,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 8:20,,,,,,,,,,,,,,,,,77.84962659,61.4533844,603,629,19,19,0.03,0,73.59283533,57.87710571,655,734,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 8:25,,,,,,,,,,,,,,,,,77.85445288,61.43431091,612,680,18,18,0.03,0,73.39978357,57.31253052,634,526,5,6,0.009,0,,,,,,,,,,,,,,,,
9/30/2023 8:30,,,,,,,,,,,,,,,,,77.839974,61.46864319,615,682,18,18,0.03,0,73.38530469,57.84849548,616,512,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 8:35,,,,,,,,,,,,,,,,,77.82549512,61.48008728,614,737,18,18,0.03,0,73.55422498,57.77792358,611,502,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 8:40,,,,,,,,,,,,,,,,,77.79171106,61.52204895,613,736,17,17,0.03,0,73.39495728,57.36593628,600,401,7,7,0.009,0,,,,,,,,,,,,,,,,
9/30/2023 8:45,,,,,,,,,,,,,,,,,77.76757959,61.57354736,613,719,17,18,0.03,0,73.39495728,57.91334534,585,379,7,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 8:50,,,,,,,,,,,,,,,,,77.74827441,61.78717041,606,550,18,18,0.03,0,73.53974609,58.24331665,583,482,6,7,0.009,0,,,,,,,,,,,,,,,,
9/30/2023 8:55,,,,,,,,,,,,,,,,,77.75310071,61.93022156,608,563,18,18,0.03,0,73.34186804,57.4098053,579,656,7,8,0.006,0,72.68066577,65.23374939,702,81,6,6,0,0,,,,,,,,
9/30/2023 9:00,70.88528442,73.54216003,667,0,37,46,0,0,,,,,,,,,77.78688477,61.93403625,621,564,17,17,0.03,0,73.3756521,57.63105774,575,681,7,7,0.01,0,72.74823389,65.15745544,677,84,6,7,0,0,,,,,,,,
9/30/2023 9:05,,,,,,,,,,,,,,,,,77.7627533,62.01605225,630,572,17,17,0.03,0,73.53009351,57.70925903,568,545,6,7,0.008,0,,,,,,,,,,,,,,,,
9/30/2023 9:10,,,,,,,,,,,,,,,,,77.82066882,62.02368164,639,579,17,17,0.03,0,73.31773657,57.63677979,569,540,8,8,0.009,0,,,,,,,,,,,,,,,,
9/30/2023 9:15,,,,,,,,,,,,,,,,,77.88341064,62.06564331,665,587,16,16,0.03,0,73.39978357,57.70735168,578,563,8,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 9:20,,,,,,,,,,,,,,,,,77.94615247,62.06945801,693,592,15,16,0.03,0,73.5349198,57.37547302,583,562,7,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 9:25,,,,,,,,,,,,,,,,,77.97511023,62.09043884,707,622,16,16,0.03,0,73.58800903,57.00735474,581,531,6,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 9:30,,,,,,,,,,,,,,,,,78.01372058,62.13240051,715,604,15,15,0.03,0,73.38530469,57.32206726,573,505,7,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 9:35,,,,,,,,,,,,,,,,,78.04267834,62.17245483,726,597,15,15,0.03,0,73.56387756,56.96539307,573,526,7,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 9:40,,,,,,,,,,,,,,,,,78.07163611,62.15338135,741,604,15,16,0.03,0,73.6169668,56.59727478,572,510,7,7,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 9:45,,,,,,,,,,,,,,,,,78.0812887,62.14956665,750,604,14,15,0.03,0,73.47217798,57.10462952,567,488,7,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 9:50,,,,,,,,,,,,,,,,,78.12472534,62.19343567,773,615,14,15,0.03,0,73.66522974,56.79754639,564,511,6,6,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 9:55,,,,,,,,,,,,,,,,,78.15368311,62.18008423,793,617,14,15,0.03,0,73.58800903,56.37792969,563,488,8,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 10:00,,,,,,,,,,,,,,,,,78.16816199,62.19343567,808,622,14,14,0.03,0,73.55905127,56.58583069,559,487,8,8,0.01,0,,,,,,,,,,,,,,,,
9/30/2023 10:05,,,,,,,,,,,,,,,,,78.18264087,62.23539734,816,629,14,15,0.03,0,73.66522974,56.62397766,555,458,7,7,0.01,0,,,,,,,,,,,,,,,,
